title,video_path,image_path,fake_text_pos,bbox,fake_cls,con_label
主持人南乔报道外交部发言人表示这是俄罗斯的内政作为友好邻邦和新时代全面战略协作伙伴中方支持俄罗斯维护国家稳,./Data/videos/origin/video/527.mp4,./Data/images/origin/image/527.jpg,[],[],orig,1
国家疾控局监督一司二级巡视员妥佳称一些地方处置疫情存在简单化一刀切层加码等新的表现形式,./Data/videos/origin/video/528.mp4,./Data/images/origin/image/528.jpg,[],[],orig,1
国家体育总局局长高志丹称较长一段时间以来我国三大球特别是男子项目发展不尽如人意,./Data/videos/origin/video/529.mp4,./Data/images/origin/image/529.jpg,[],[],orig,1
张桂梅寄语2023高考生,./Data/videos/origin/video/530.mp4,./Data/images/origin/image/530.jpg,[],[],orig,1
外交部时越强调台湾是中国的台湾是全中国人民的台湾,./Data/videos/origin/video/531.mp4,./Data/images/origin/image/531.jpg,[],[],orig,1
负责人霁川回应在第一轮投放之后我们又很快架设了电话实现了首次通话与我们联络的影家人员反应六中的应该还有一人,./Data/videos/origin/video/532.mp4,./Data/images/origin/image/532.jpg,[],[],orig,1
主持人南洲报道当地时间6月29号美国务院批准向台湾地区出售弹药物和后勤支援总价值达4.4亿美元对此，国防部新闻发言,./Data/videos/origin/video/533.mp4,./Data/images/origin/image/533.jpg,[],[],orig,1
黑神话悟空制作人冯骥开玩笑讲就是马斯克来玩一个游戏来玩可装悟空和我来玩黑状悟空和一个刚刚毕业的大学生,./Data/videos/origin/video/534.mp4,./Data/images/origin/image/534.jpg,[],[],orig,1
神舟十四号航天员刘洋回忆2012年6月代表中国女性出征太空,./Data/videos/origin/video/535.mp4,./Data/images/origin/image/535.jpg,[],[],orig,1
孙居顺报道长征2号21火箭已将神舟21号载人飞船准确送入,./Data/videos/origin/video/536.mp4,./Data/images/origin/image/536.jpg,[],[],orig,1
中国工程院院士闻玉梅朝回忆去外蒙实验室,./Data/videos/origin/video/537.mp4,./Data/images/origin/image/537.jpg,[],[],orig,1
学生满口网络热梗老师鹿溪这波引导太及时,./Data/videos/origin/video/538.mp4,./Data/images/origin/image/538.jpg,[],[],orig,1
主持人承昀报道教育部教育考试院今天发布通报回应高考试题疑泄露情况,./Data/videos/origin/video/539.mp4,./Data/images/origin/image/539.jpg,[],[],orig,1
主持人清韫报道中国外交部今天公布美国近日再次宣布向中国台湾地区出售武器严重违反一个中国原则和中美三个联合公报,./Data/videos/origin/video/540.mp4,./Data/images/origin/image/540.jpg,[],[],orig,1
主持人凌骁报道东部战区新闻发言人施毅陆军大校表示11月1号美国佩拉尔塔号驱逐舰加拿大渥太华号护卫舰护航,./Data/videos/origin/video/541.mp4,./Data/images/origin/image/541.jpg,[],[],orig,1
全国政协委员皇甫宜川表示今年春节档的票房超过了67亿而且在1月份的最后一天突破了100亿,./Data/videos/origin/video/542.mp4,./Data/images/origin/image/542.jpg,[],[],orig,1
庞众望称从近几年就已经开始了科技封锁再到这几天闹得很沸沸扬扬的这些关税的问题其实可以看到,./Data/videos/origin/video/543.mp4,./Data/images/origin/image/543.jpg,[],[],orig,1
快递小哥徐伟出席国务院发布会比较紧张,./Data/videos/origin/video/544.mp4,./Data/images/origin/image/544.jpg,[],[],orig,1
民警刘俊杰提及这个标志是什么意思吗不少老司机看了也会走错极易引发交通事故还会被记分和罚款,./Data/videos/origin/video/545.mp4,./Data/images/origin/image/545.jpg,[],[],orig,1
国家卫健委科技发展中心主任郑忠伟报道告诉大家我们国家的党和国家限制领导人都接种了疫苗,./Data/videos/origin/video/546.mp4,./Data/images/origin/image/546.jpg,[],[],orig,1
2001年春节齐心与远在福建的儿子习近平通话,./Data/videos/origin/video/547.mp4,./Data/images/origin/image/547.jpg,[],[],orig,1
中国人民志愿军战士周全弟任然在世,./Data/videos/origin/video/548.mp4,./Data/images/origin/image/548.jpg,[],[],orig,1
首都医科大学附属北京中医医院院长刘清泉表示风热的这样一个表象呢那么临床出现发烧那么很怕冷,./Data/videos/origin/video/549.mp4,./Data/images/origin/image/549.jpg,[],[],orig,1
新疆教培结业学员代表迪丽娜尔卡哈尔当听到境外这些不堪入耳的谣言我和同学们都特别的气愤,./Data/videos/origin/video/550.mp4,./Data/images/origin/image/550.jpg,[],[],orig,1
东部战区李悦睿回应美反潜巡逻机穿航合湾海峡,./Data/videos/origin/video/551.mp4,./Data/images/origin/image/551.jpg,[],[],orig,1
教育部副部长王嘉毅称保障中小学生啊每天的综合体育活动的时间呢不低于两小时每天保证一节体育课,./Data/videos/origin/video/552.mp4,./Data/images/origin/image/552.jpg,[],[],orig,1
全国人大代表张克勤表示现存种类很多仅危害作物的线虫就达几千种,./Data/videos/origin/video/553.mp4,./Data/images/origin/image/553.jpg,[],[],orig,1
赵洋娜表示今天是5月2日日520一个浪漫的日子我们有幸在今天见证一般对新人,./Data/videos/origin/video/554.mp4,./Data/images/origin/image/554.jpg,[],[],orig,1
杨根思连指导员王玉恒称在我们心里我们一直都是离战场最近的那一支队伍我们当然不害怕战死沙场但是我们希望当心中最牵挂的人,./Data/videos/origin/video/555.mp4,./Data/images/origin/image/555.jpg,[],[],orig,1
全国政协委员海尼扎提表示希望在将来有更多的年轻人能够加入到新媒体的行业里面一起跟我们创作优质内容,./Data/videos/origin/video/556.mp4,./Data/images/origin/image/556.jpg,[],[],orig,1
雷军带小米汽车亮相巴黎,./Data/videos/origin/video/557.mp4,./Data/images/origin/image/557.jpg,[],[],orig,1
北京大学第一因院感染疾病科主任王贵强强调出现下面这些情况建议到医院的进行诊治如出现呼吸困难或者是气短,./Data/videos/origin/video/558.mp4,./Data/images/origin/image/558.jpg,[],[],orig,1
侯蓉从事大熊猫保护研究的而到2022年底和同事们一起将成都熊猫基地大熊猫的数量,./Data/videos/origin/video/559.mp4,./Data/images/origin/image/559.jpg,[],[],orig,1
主持人王英报道经查实滴滴全球股份有限公司违反网络安全法数据安全法个人信息保护法的违法违规行为事实清楚证,./Data/videos/origin/video/560.mp4,./Data/images/origin/image/560.jpg,[],[],orig,1
全国政协委员齐向东表示党的20大进一步旗帜鲜明地提出促进民营经济发展壮大,./Data/videos/origin/video/561.mp4,./Data/images/origin/image/561.jpg,[],[],orig,1
全国政协委员杨洋称也许你们已经听出来了我的发音有点不一样因为我是一名重度听力抬举人,./Data/videos/origin/video/562.mp4,./Data/images/origin/image/562.jpg,[],[],orig,1
演员岳跃利我们也得做功绩呀而且要做得比他们更好,./Data/videos/origin/video/563.mp4,./Data/images/origin/image/563.jpg,[],[],orig,1
全国政协委员戴斌报道在刚刚过去的这个春节有一组数据啊在网上刷屏了,./Data/videos/origin/video/564.mp4,./Data/images/origin/image/564.jpg,[],[],orig,1
体育卫生与艺术教育司司长王登峰称有个别的地方把学生注射疫苗甚至把家长是否注射疫苗作为开学返校的条件,./Data/videos/origin/video/565.mp4,./Data/images/origin/image/565.jpg,[],[],orig,1
教育部副部长吴岩回应关于刚才记者呃提问的山河大学的问题,./Data/videos/origin/video/566.mp4,./Data/images/origin/image/566.jpg,[],[],orig,1
南部战区新闻发言人朱思浩就美菲位南海联合巡航发表谈话,./Data/videos/origin/video/567.mp4,./Data/images/origin/image/567.jpg,[],[],orig,1
财经老王称从2011年开始一直持续至今的稳健的货币政策明年将变为适度宽松的货币政策,./Data/videos/origin/video/568.mp4,./Data/images/origin/image/568.jpg,[],[],orig,1
公安遗憾表示黄博超2023年全国公安机关共有253名民警164名辅警因公牺牲4500名,./Data/videos/origin/video/569.mp4,./Data/images/origin/image/569.jpg,[],[],orig,1
二十大新闻发言人孙业礼党的20大闭幕后将召开党的20届一中全会和20届中央纪律检查委员会,./Data/videos/origin/video/570.mp4,./Data/images/origin/image/570.jpg,[],[],orig,1
中国人民解放军航天员大队航天员陈中航天员陈中瑞,./Data/videos/origin/video/571.mp4,./Data/images/origin/image/571.jpg,[],[],orig,1
主持人徐娜思报道汶川特大地震灾害第五次新闻发布会通报最新的灾情截止到17号的十四十六点整四川共发生余震,./Data/videos/origin/video/572.mp4,./Data/images/origin/image/572.jpg,[],[],orig,1
主持人李兰报道中国海警局新闻发言人甘雨表示1月27号日贺文号渔船和数艘巡视船非法进入我钓鱼岛领海,./Data/videos/origin/video/573.mp4,./Data/images/origin/image/573.jpg,[],[],orig,1
发言人陈亮宣布空间站天和核心舱发射任务获得圆满成功,./Data/videos/origin/video/574.mp4,./Data/images/origin/image/574.jpg,[],[],orig,1
央视新闻的网友们大家好我是阿牛好久不见暖暖的春风迎面吹桃花朵朵开,./Data/videos/origin/video/575.mp4,./Data/images/origin/image/575.jpg,[],[],orig,1
国家体育总局原副局长杜兆才表示俱乐部老板的这个利益的围猎当中有些随波逐流了,./Data/videos/origin/video/576.mp4,./Data/images/origin/image/576.jpg,[],[],orig,1
吴向东称全国政协委员从2021年6月18日正式开馆以来我们接待了社会观众有150多万人次社会团组,./Data/videos/origin/video/577.mp4,./Data/images/origin/image/577.jpg,[],[],orig,1
心理健康师杨悦悦谈现在的孩子为什么容易抑郁,./Data/videos/origin/video/578.mp4,./Data/images/origin/image/578.jpg,[],[],orig,1
主持人李辉博报道中国海警局新闻发言人甘雨表示福建海警局将加强海上执法力量在夏津海域开展常态化执法巡查行动,./Data/videos/origin/video/579.mp4,./Data/images/origin/image/579.jpg,[],[],orig,1
东部战区新闻发言人施毅陆军大校称东部战区近期在台岛周边海空域组织诸军兵种部队系列联合军事行动成功完成各项任务,./Data/videos/origin/video/580.mp4,./Data/images/origin/image/580.jpg,[],[],orig,1
演员饰演黑老大唱歌,./Data/videos/origin/video/581.mp4,./Data/images/origin/image/581.jpg,[],[],orig,1
东航发言人赵宇回应飞机机龄六点8年起飞前符合适航要求技术状况稳定,./Data/videos/origin/video/582.mp4,./Data/images/origin/image/582.jpg,[],[],orig,1
潘展乐笑对澳大利亚教练质疑我觉得他说得很好最好他多说几次误导一下西方人这样我们就能起来了,./Data/videos/origin/video/583.mp4,./Data/images/origin/image/583.jpg,[],[],orig,1
主持人朱磊报道东部战区新闻发言人施毅陆军大校表示6月24号每一架反潜巡逻机穿航台湾海峡并公开炒作中国人民解放军东部战区,./Data/videos/origin/video/584.mp4,./Data/images/origin/image/584.jpg,[],[],orig,1
李克强表示我们今年要实施一项政策就是把人们常用的身份证电子化,./Data/videos/origin/video/585.mp4,./Data/images/origin/image/585.jpg,[],[],orig,1
苏翊鸣很开心能够来到人民日报新媒体和大家一起分享他的冬奥故事,./Data/videos/origin/video/586.mp4,./Data/images/origin/image/586.jpg,[],[],orig,1
贾玲啊大家在龙年里生龙活虎龙马精神,./Data/videos/origin/video/587.mp4,./Data/images/origin/image/587.jpg,[],[],orig,1
主持人吴娜平报道东航失事客机两个黑匣子当中的一个已经找到暂时不确定是数据记录器,./Data/videos/origin/video/588.mp4,./Data/images/origin/image/588.jpg,[],[],orig,1
杨洋明称具有大学文化程度的人口为2亿1836万人与2010年相比每10万人中,./Data/videos/origin/video/589.mp4,./Data/images/origin/image/589.jpg,[],[],orig,1
鲁健访谈以为裁判监督就是在现场监督裁判那是其中的一项是其中一项对裁判个人就是每个人,./Data/videos/origin/video/590.mp4,./Data/images/origin/image/590.jpg,[],[],orig,1
教育司司长吴玉刚通知明确小学一二年级不进行纸笔考试西塘面积由学校,./Data/videos/origin/video/591.mp4,./Data/images/origin/image/591.jpg,[],[],orig,1
医生孙博和张立教大家吃什么东西瘦的最快,./Data/videos/origin/video/592.mp4,./Data/images/origin/image/592.jpg,[],[],orig,1
主持人胡婷报道天文预报显示13号凌晨每年一次的英仙座流星雨将达到流星数量峰值感兴趣的朋友们可以从12号晚上开始观测,./Data/videos/origin/video/593.mp4,./Data/images/origin/image/593.jpg,[],[],orig,1
主持人李婷兰报道国家体育总局党组成员副局长杜兆才涉嫌严重违纪违法目前正接受中央纪委国家监委纪律审查和监察调查,./Data/videos/origin/video/594.mp4,./Data/images/origin/image/594.jpg,[],[],orig,1
汤洪波其实是个山村的孩子小时候就是在个农村就插秧,./Data/videos/origin/video/595.mp4,./Data/images/origin/image/595.jpg,[],[],orig,1
杨振宁回忆中国的原子弹爆了以后美国的报纸很快的就有消息,./Data/videos/origin/video/596.mp4,./Data/images/origin/image/596.jpg,[],[],orig,1
中国游泳队队员张雨罪原来以为就是说因为没有拿到金牌我会感觉对国家可能有所愧疚,./Data/videos/origin/video/597.mp4,./Data/images/origin/image/597.jpg,[],[],orig,1
全国政协委员顾学明表示已经与150一个国家32个国际组织签署了200多份共建一带一路的合作文件,./Data/videos/origin/video/598.mp4,./Data/images/origin/image/598.jpg,[],[],orig,1
国家统计局新闻发言人刘爱华报道初步核算一季度国内生产总值24万9310亿元,./Data/videos/origin/video/599.mp4,./Data/images/origin/image/599.jpg,[],[],orig,1
设计师唐长红表示运20飞机的研制5年首飞8年交付使用有那国外的同行,./Data/videos/origin/video/600.mp4,./Data/images/origin/image/600.jpg,[],[],orig,1
武警西藏总队杨发刚强调作为一名特战队员没有一个好的军事素质出去就是别人的盘中餐,./Data/videos/origin/video/601.mp4,./Data/images/origin/image/601.jpg,[],[],orig,1
记者马宇辰在十月十四日跟随海军西安舰编队执行海空战备警巡任务,./Data/videos/origin/video/1.mp4,./Data/images/fake/image/FS/1.jpg,[],"[299, 160, 483, 404]",face_swap,0
美国在台协会抛出台湾地位未定论周锡玮批太愚蠢了,./Data/videos/origin/video/2.mp4,./Data/images/fake/image/FS/2.jpg,[],"[273, 436, 551, 765]",face_swap,0
外交部郭嘉昆推崇武力打不出和平暴力换不来安全,./Data/videos/origin/video/3.mp4,./Data/images/fake/image/FS/3.jpg,[],"[299, 366, 483, 617]",face_swap,0
郝龙斌笑称上海台北城市论坛是他促成的,./Data/videos/origin/video/4.mp4,./Data/images/fake/image/FS/4.jpg,[],"[314, 401, 497, 669]",face_swap,0
民进党秘书长唐湘龙谈起民族精神教育慷慨激昂,./Data/videos/origin/video/5.mp4,./Data/images/fake/image/FS/5.jpg,[],"[327, 371, 508, 616]",face_swap,0
蔡正元揭台湾民众对赖清德支持度大幅下降,./Data/videos/origin/video/6.mp4,./Data/images/fake/image/FS/6.jpg,[],"[285, 363, 446, 584]",face_swap,0
台湾时事评谢寒冰称大陆在这十几年间呈现三级跳的飞跃,./Data/videos/origin/video/7.mp4,./Data/images/fake/image/FS/7.jpg,[],"[240, 440, 454, 717]",face_swap,0
栗正杰谈福建舰全战力已经完成非常开心,./Data/videos/origin/video/8.mp4,./Data/images/fake/image/FS/8.jpg,[],"[271, 386, 484, 660]",face_swap,0
杨永明在昨天纪念中国人民抗目战争胜利,./Data/videos/origin/video/9.mp4,./Data/images/fake/image/FS/9.jpg,[],"[217, 440, 465, 771]",face_swap,0
专家黄亦琦分析现在肺结节的病人很多,./Data/videos/origin/video/10.mp4,./Data/images/fake/image/FS/10.jpg,[],"[280, 395, 464, 636]",face_swap,0
专家朱峰预言中国将崛起,./Data/videos/origin/video/11.mp4,./Data/images/fake/image/FS/11.jpg,[],"[292, 375, 446, 581]",face_swap,0
合道将栗正杰称台湾防卫韧性就是个笑话,./Data/videos/origin/video/12.mp4,./Data/images/fake/image/FS/12.jpg,[],"[177, 195, 511, 651]",face_swap,0
王浅秋谴责赖清德欺负在大陆工作的艺人,./Data/videos/origin/video/13.mp4,./Data/images/fake/image/FS/13.jpg,[],"[261, 309, 523, 643]",face_swap,0
外交部郭嘉昆报道美日韩三国在台湾和涉海问题上说三道四,./Data/videos/origin/video/14.mp4,./Data/images/fake/image/FS/14.jpg,[],"[249, 446, 427, 691]",face_swap,0
新闻发言人林西强报道发射神舟十九号载人飞船,./Data/videos/origin/video/15.mp4,./Data/images/fake/image/FS/15.jpg,[],"[210, 330, 478, 684]",face_swap,0
张腾军谈美国其它地方进行军事干预表示不理解,./Data/videos/origin/video/16.mp4,./Data/images/fake/image/FS/16.jpg,[],"[323, 450, 481, 648]",face_swap,0
蔡正元称赖清德的主张大陆是敌对势力,./Data/videos/origin/video/17.mp4,./Data/images/fake/image/FS/17.jpg,[],"[230, 361, 566, 805]",face_swap,0
谢寒冰批大罢免就是一个旧的政策,./Data/videos/origin/video/18.mp4,./Data/images/fake/image/FS/18.jpg,[],"[294, 417, 443, 617]",face_swap,0
外交部黄盛君回应称新疆棉花是世界上最好的棉花之一,./Data/videos/origin/video/19.mp4,./Data/images/fake/image/FS/19.jpg,[],"[223, 261, 422, 520]",face_swap,0
评论员赵新锋谈中东是中美对拼最好的战场,./Data/videos/origin/video/20.mp4,./Data/images/fake/image/FS/20.jpg,[],"[331, 542, 439, 680]",face_swap,0
国台办发言人陈斌称黄岩岛是中国固有领土无可争辩,./Data/videos/origin/video/21.mp4,./Data/images/fake/image/FS/21.jpg,[],"[245, 395, 438, 649]",face_swap,0
台湾时事评论员蔡正元批这个城镇战就算了,./Data/videos/origin/video/22.mp4,./Data/images/fake/image/FS/22.jpg,[],"[220, 339, 394, 556]",face_swap,0
郭正亮称大陆武器经常有一些创新的表现出现,./Data/videos/origin/video/23.mp4,./Data/images/fake/image/FS/23.jpg,[],"[405, 265, 719, 714]",face_swap,0
朱锋谈美国的战略文化就是为了维持美国的霸权利益,./Data/videos/origin/video/24.mp4,./Data/images/fake/image/FS/24.jpg,[],"[294, 398, 449, 608]",face_swap,0
邱毅怒批赖清德疯了吧对安倍晋三推崇备至,./Data/videos/origin/video/25.mp4,./Data/images/fake/image/FS/25.jpg,[],"[177, 336, 439, 667]",face_swap,0
法院副院长贺小荣坚决依法严惩恶意欠薪行为,./Data/videos/origin/video/26.mp4,./Data/images/fake/image/FS/26.jpg,[],"[252, 210, 486, 536]",face_swap,0
张静报道台风桦加沙已在广东阳江海陵岛沿海登陆,./Data/videos/origin/video/27.mp4,./Data/images/fake/image/FS/27.jpg,[],"[212, 187, 470, 547]",face_swap,0
顾峰报道国家主席六月二十七日签署了第四十九号第五十号主席令,./Data/videos/origin/video/28.mp4,./Data/images/fake/image/FS/28.jpg,[],"[204, 164, 481, 539]",face_swap,0
苏婉清振奋报道三所新调整组建军校举行成立大会,./Data/videos/origin/video/29.mp4,./Data/images/fake/image/FS/29.jpg,[],"[246, 301, 460, 577]",face_swap,0
记者林芷言报道未满六周岁的小朋友可以免费乘坐火车,./Data/videos/origin/video/30.mp4,./Data/images/fake/image/FS/30.jpg,[],"[283, 472, 384, 600]",face_swap,0
叶知秋报道自七月一日十二四时油价调整,./Data/videos/origin/video/31.mp4,./Data/images/fake/image/FS/31.jpg,[],"[228, 183, 470, 528]",face_swap,0
程婧瑶报道国家主席委托中央组织部负责同志向话剧演员转达勉励和问候,./Data/videos/origin/video/32.mp4,./Data/images/fake/image/FS/32.jpg,[],"[223, 184, 478, 537]",face_swap,0
江语晨报道马斯克宣布新政党美国党成立,./Data/videos/origin/video/33.mp4,./Data/images/fake/image/FS/33.jpg,[],"[199, 196, 474, 573]",face_swap,0
民警于晓颖提醒小心两个诈骗软件,./Data/videos/origin/video/34.mp4,./Data/images/fake/image/FS/34.jpg,[],"[170, 252, 461, 635]",face_swap,0
贺思妍报道国家烟草专卖局副局长严重违纪违法问题,./Data/videos/origin/video/35.mp4,./Data/images/fake/image/FS/35.jpg,[],"[216, 258, 445, 571]",face_swap,0
记者唐婉宁报道饿了么美团京东三家外卖平台被约谈,./Data/videos/origin/video/36.mp4,./Data/images/fake/image/FS/36.jpg,[],"[267, 205, 482, 470]",face_swap,0
人民日报记者陆凡冰报道国家网络身份认证软件正式启用,./Data/videos/origin/video/37.mp4,./Data/images/fake/image/FS/37.jpg,[],"[251, 329, 512, 697]",face_swap,0
记者高婧雯报道中央军委印发规定牢固立起政治干部形象威信,./Data/videos/origin/video/38.mp4,./Data/images/fake/image/FS/38.jpg,[],"[234, 229, 468, 551]",face_swap,0
反诈宣传警方周正宇提醒不要开启共享屏幕,./Data/videos/origin/video/39.mp4,./Data/images/fake/image/FS/39.jpg,[],"[242, 277, 454, 557]",face_swap,0
新闻主播陆心妍报道习近平就俄罗斯客机失事向俄罗斯总统普京致慰问电,./Data/videos/origin/video/40.mp4,./Data/images/fake/image/FS/40.jpg,[],"[218, 171, 484, 534]",face_swap,0
防诈宣传沈致远称新型诈骗包括骗子开网店,./Data/videos/origin/video/41.mp4,./Data/images/fake/image/FS/41.jpg,[],"[260, 250, 463, 534]",face_swap,0
新闻主播冯婧璇报道国家育儿补贴方案公布育儿均可领取补贴,./Data/videos/origin/video/42.mp4,./Data/images/fake/image/FS/42.jpg,[],"[242, 207, 488, 549]",face_swap,0
记者陆承泽报道育儿补贴如何领,./Data/videos/origin/video/43.mp4,./Data/images/fake/image/FS/43.jpg,[],"[340, 388, 411, 479]",face_swap,0
国家卫健委郭燕红称进一步完善生育休假制度各地普遍延长产假,./Data/videos/origin/video/44.mp4,./Data/images/fake/image/FS/44.jpg,[],"[246, 378, 501, 695]",face_swap,0
国家卫健委王海东称八月十三日之前全面开放育儿补贴申领,./Data/videos/origin/video/45.mp4,./Data/images/fake/image/FS/45.jpg,[],"[208, 258, 505, 658]",face_swap,0
主播乔思婉报道中共中央政治局决定召开二十届四中全会,./Data/videos/origin/video/46.mp4,./Data/images/fake/image/FS/46.jpg,[],"[264, 198, 521, 538]",face_swap,0
国家网信办叶嘉树报道英伟达算力芯片被曝出存在严重安全问题,./Data/videos/origin/video/47.mp4,./Data/images/fake/image/FS/47.jpg,[],"[170, 182, 431, 551]",face_swap,0
人民日报邵文涛报道北京强降雨已致十四人死亡,./Data/videos/origin/video/48.mp4,./Data/images/fake/image/FS/48.jpg,[],"[202, 365, 511, 774]",face_swap,0
书记张强称党支部书记尹春燕救援期间逐家逐户查看转移情况,./Data/videos/origin/video/49.mp4,./Data/images/fake/image/FS/49.jpg,[],"[175, 162, 416, 499]",face_swap,0
法院吴景丽称依法缴纳社会保险费是用人单位的法定义务,./Data/videos/origin/video/50.mp4,./Data/images/fake/image/FS/50.jpg,[],"[237, 275, 476, 586]",face_swap,0
人民日报崔婧萱报道三家运营商统一各自外呼营销号码,./Data/videos/origin/video/51.mp4,./Data/images/fake/image/FS/51.jpg,[],"[195, 178, 460, 538]",face_swap,0
警方于晓颖提醒云客服这个软件千万别下载,./Data/videos/origin/video/52.mp4,./Data/images/fake/image/FS/52.jpg,[],"[247, 342, 456, 617]",face_swap,0
主播杨萱报道国办印发关于逐步推行免费学前教育的意见,./Data/videos/origin/video/53.mp4,./Data/images/fake/image/FS/53.jpg,[],"[265, 350, 476, 624]",face_swap,0
公安迪力夏提提醒口无遮拦可以直接报警,./Data/videos/origin/video/54.mp4,./Data/images/fake/image/FS/54.jpg,[],"[277, 140, 505, 447]",face_swap,0
财政部郭婷婷称免保教费政策覆盖所有幼儿园大班儿童,./Data/videos/origin/video/55.mp4,./Data/images/fake/image/FS/55.jpg,[],"[249, 358, 529, 729]",face_swap,0
人民日报卢婧雅报道八月八日国家主席习近平应约同俄罗斯总统普京通电话,./Data/videos/origin/video/56.mp4,./Data/images/fake/image/FS/56.jpg,[],"[208, 195, 472, 574]",face_swap,0
主播苏婧晗报道天安门举行纪念中国人民抗日战争暨世界反法西斯战争胜利八十周年大会,./Data/videos/origin/video/57.mp4,./Data/images/fake/image/FS/57.jpg,[],"[370, 414, 447, 513]",face_swap,0
主播贺景川报道中美双方发布中美斯德哥尔摩经贸会谈联合声明,./Data/videos/origin/video/58.mp4,./Data/images/fake/image/FS/58.jpg,[],"[269, 221, 480, 504]",face_swap,0
财政部于红表示无论是日常生活还是买车装修都享受个人消费贷款贴息政策,./Data/videos/origin/video/59.mp4,./Data/images/fake/image/FS/59.jpg,[],"[249, 352, 528, 717]",face_swap,0
国台办朱凤莲称福建沿海地区与金门通电通气通桥等前期技术准备已基本完成,./Data/videos/origin/video/60.mp4,./Data/images/fake/image/FS/60.jpg,[],"[277, 274, 568, 617]",face_swap,0
记者孟婧知谈走五公里与跑五公里对身体益处哪个更大,./Data/videos/origin/video/61.mp4,./Data/images/fake/image/FS/61.jpg,[],"[270, 352, 427, 568]",face_swap,0
财政部蓝佛安称中国财政有足够韧劲以实现收支平衡完成全年预算目标,./Data/videos/origin/video/62.mp4,./Data/images/fake/image/FS/62.jpg,[],"[247, 234, 505, 561]",face_swap,0
人民日报史婧初报道纪念中国人民抗日战争暨世界反法西斯战争胜利八十周年大会,./Data/videos/origin/video/63.mp4,./Data/images/fake/image/FS/63.jpg,[],"[277, 341, 445, 583]",face_swap,0
解放军徐贵忠称阅兵动用上万人上百架飞机,./Data/videos/origin/video/64.mp4,./Data/images/fake/image/FS/64.jpg,[],"[225, 233, 499, 598]",face_swap,0
一级军士长丁辉称阅兵装备是打仗用的装备,./Data/videos/origin/video/65.mp4,./Data/images/fake/image/FS/65.jpg,[],"[379, 207, 636, 574]",face_swap,0
市场监管总局邓志勇点名三只羊东北雨姐督促网络交易平台取消仅退款,./Data/videos/origin/video/66.mp4,./Data/images/fake/image/FS/66.jpg,[],"[183, 313, 508, 741]",face_swap,0
人民日报顾婧瑶分享降低肝脏脂肪含量的方法,./Data/videos/origin/video/67.mp4,./Data/images/fake/image/FS/67.jpg,[],"[237, 275, 441, 538]",face_swap,0
国台办朱凤莲称九月三日盛大阅兵将在北京隆重举行,./Data/videos/origin/video/68.mp4,./Data/images/fake/image/FS/68.jpg,[],"[164, 388, 245, 484]",face_swap,0
国防部张晓刚报道日本军国主义惨无人道的侵略行径,./Data/videos/origin/video/69.mp4,./Data/images/fake/image/FS/69.jpg,[],"[269, 416, 465, 681]",face_swap,0
耿爽在联合国回击美方频频站到绝大多数会员国的对立面的行为,./Data/videos/origin/video/70.mp4,./Data/images/fake/image/FS/70.jpg,[],"[202, 377, 460, 705]",face_swap,0
国家卫健委胡强强称育儿补贴申领正式全面开放,./Data/videos/origin/video/71.mp4,./Data/images/fake/image/FS/71.jpg,[],"[231, 228, 497, 590]",face_swap,0
退役仪式上武警仪仗兵陆卓文眼含热泪与新兵交接礼宾枪,./Data/videos/origin/video/72.mp4,./Data/images/fake/image/FS/72.jpg,[],"[226, 265, 525, 641]",face_swap,0
主播苏婧溪报道小红书平台破坏网络生态,./Data/videos/origin/video/73.mp4,./Data/images/fake/image/FS/73.jpg,[],"[236, 208, 499, 554]",face_swap,0
身份证别乱发民警孟婧宁教你几步加水印,./Data/videos/origin/video/74.mp4,./Data/images/fake/image/FS/74.jpg,[],"[283, 173, 458, 418]",face_swap,0
人民日报叶彦霖报道国家主席于九月十二日签署主席令,./Data/videos/origin/video/75.mp4,./Data/images/fake/image/FS/75.jpg,[],"[224, 169, 504, 555]",face_swap,0
冯婧婉报道中国人民解放军南部战区位南海海域进行例行巡航,./Data/videos/origin/video/76.mp4,./Data/images/fake/image/FS/76.jpg,[],"[279, 317, 454, 563]",face_swap,0
主播段婧怡报道英伟达公司违反反垄断法,./Data/videos/origin/video/77.mp4,./Data/images/fake/image/FS/77.jpg,[],"[226, 180, 495, 536]",face_swap,0
农业农村部韩俊称不允许城镇居民到农村购买农房,./Data/videos/origin/video/78.mp4,./Data/images/fake/image/FS/78.jpg,[],"[197, 347, 505, 772]",face_swap,0
军事专家何雷称海警能解决的不需要动用军队,./Data/videos/origin/video/79.mp4,./Data/images/fake/image/FS/79.jpg,[],"[225, 292, 463, 598]",face_swap,0
张腾军副所长称马歇尔计划是通过在经济上为西欧国家输血的方式帮助西欧恢复它的经济秩序,./Data/videos/origin/video/80.mp4,./Data/images/fake/image/FS/80.jpg,[],"[248, 438, 414, 652]",face_swap,0
马英九表态支持罗智强参选中国国民党主席,./Data/videos/origin/video/81.mp4,./Data/images/fake/image/FS/81.jpg,[],"[308, 328, 516, 609]",face_swap,0
罗智强对马英九支持他表示感谢,./Data/videos/origin/video/82.mp4,./Data/images/fake/image/FS/82.jpg,[],"[222, 424, 518, 811]",face_swap,0
